alliance_defense_1999,arms_inverse_1999,conflicts_dead_gradient_1999,conflicts_dead_origin_1999,contiguity_any,flood_displaced_origin_1999,flood_max_severity_origin_1999,gain_gradient_1999,gdppc_gradient_1999,immigrant_population_2000,min_spei_destination_1999,min_spei_origin_1999,polyarchy_additive_gradient_1999,pts_gradient_1999,riv_strategic_1999,state_destination_name,state_origin_name,trade_1999,ref_flow_1999,alliance_defense_2000,arms_inverse_2000,conflicts_dead_gradient_2000,conflicts_dead_origin_2000,contiguity_any,flood_displaced_origin_2000,flood_max_severity_origin_2000,gain_gradient_2000,gdppc_gradient_2000,immigrant_population_2000,min_spei_destination_2000,min_spei_origin_2000,polyarchy_additive_gradient_2000,pts_gradient_2000,riv_strategic_2000,state_destination_name,state_origin_name,trade_2000,ref_flow_2000,alliance_defense_2001,arms_inverse_2001,conflicts_dead_gradient_2001,conflicts_dead_origin_2001,contiguity_any,flood_displaced_origin_2001,flood_max_severity_origin_2001,gain_gradient_2001,gdppc_gradient_2001,immigrant_population_2000,min_spei_destination_2001,min_spei_origin_2001,polyarchy_additive_gradient_2001,pts_gradient_2001,riv_strategic_2001,state_destination_name,state_origin_name,trade_2001,ref_flow_2001
0,0.0,0.0,0.0,0,0.0,0.0,-11.3947026029852,-18693.96541,137084,-2.37999296188354,-1.78746938705444,-0.029411623,2,0,Argentina,Spain,2075.8491,0.0,0,0.0,-20.0,20.0,0,500.0,1.0,-11.9716128164122,-20154.03524,137084,-3.42603015899658,-2.01487326622009,-0.022876777,0,0,Argentina,Spain,1971.3502,0.0,0,0.0,-13.0,13.0,0,0.0,2.0,-13.3103437281441,-21531.16828,137084,-2.51120805740356,-2.06526494026184,-0.018287942,1,0,Argentina,Spain,1906.2994,0.0
1,0.0,0.0,0.0,1,0.0,0.0,4.4171683621393,10308.34303,151566,-2.72010588645935,-1.78746938705444,0.007607158,1,0,France,Spain,45911.492,0.0,1,0.0,-20.0,20.0,1,500.0,1.0,4.0337509612077,10187.7836,151566,-2.49185466766357,-2.01487326622009,0.006765267,0,0,France,Spain,47664.23,0.0,1,0.0,-13.0,13.0,1,0.0,2.0,4.1385770014808,9725.970664,151566,-2.07948637008667,-2.06526494026184,0.006765267,0,0,France,Spain,45299.168,0.0
0,0.0,4.0,0.0,0,0.0,0.0,-15.3849903338786,-25105.26931,968,-2.36091637611389,-1.78746938705444,-0.527094626,2,0,Egypt,Spain,447.22037,0.0,0,0.0,-15.0,20.0,0,500.0,1.0,-16.1081532199779,-26340.94108,968,-1.915980219841,-2.01487326622009,-0.536676571,1,0,Egypt,Spain,654.68311,0.0,0,0.0,-13.0,13.0,0,0.0,2.0,-16.3281655519175,-27237.87796,968,-2.91134190559387,-2.06526494026184,-0.533316588,2,0,Egypt,Spain,402.45343,0.0
0,0.0,0.0,0.0,0,0.0,0.0,-16.6334990269391,0.0,15,-2.32648992538452,-1.78746938705444,-0.644950811,2,0,Syria,Spain,347.672,0.0,0,0.0,-20.0,20.0,0,500.0,1.0,-17.1143475341042,0.0,15,-2.76310873031616,-2.01487326622009,-0.634842856,1,0,Syria,Spain,269.40262,0.0,0,0.0,-13.0,13.0,0,0.0,2.0,-16.7461425704548,0.0,15,-2.07765936851501,-2.06526494026184,-0.628043703,1,0,Syria,Spain,354.39313,0.0
0,0.0,0.0,0.0,0,0.0,0.0,-1.175281218117,-13038.48357,0,-1.85921192169189,-1.78746938705444,-0.029544957,1,0,South Korea,Spain,1826.3813,0.0,0,0.0,-20.0,20.0,0,500.0,1.0,-0.978823156204498,-13232.20184,0,-2.47907733917236,-2.01487326622009,-0.017493427,0,0,South Korea,Spain,1915.6283,0.0,0,0.0,-13.0,13.0,0,0.0,2.0,-0.277386595314795,-13595.0425,0,-2.68969416618347,-2.06526494026184,-0.017493427,0,0,South Korea,Spain,2067.2844,0.0
1,0.0,11.0,0.0,0,2000.0,2.0,-1.4958984510757,4897.043609,185745,-5.44924211502075,-1.97111189365387,-0.017594184,0,0,Canada,Germany,7960.2192,626.0,1,0.0,23.0,0.0,0,0.0,0.0,-2.04973853319899,5636.018974,185745,-6.3552885055542,-2.1359760761261,-0.014845855,0,0,Canada,Germany,8757.9395,0.0,1,0.0,1.0,0.0,0,91000.0,2.0,-1.40010478562101,5383.343804,185745,-4.15310287475586,-1.90905952453613,-0.019849184,-1,0,Canada,Germany,8641.29,0.0
1,0.0,0.0,0.0,1,2000.0,2.0,-1.2052376931213,384.7161237,260042,-2.72010588645935,-1.97111189365387,0.001826488,1,0,France,Germany,108367.72,0.0,1,0.0,0.0,0.0,1,0.0,0.0,-2.34962344197599,523.8174173,260042,-2.49185466766357,-2.1359760761261,0.000345758,1,0,France,Germany,103036.19,0.0,1,0.0,0.0,0.0,1,91000.0,2.0,-2.2393561646801,412.6044331,260042,-2.07948637008667,-1.90905952453613,0.000345758,0,0,France,Germany,107726.01,0.0
0,0.0,0.0,0.0,0,2000.0,2.0,-26.1735841516099,-35350.29016,1309,-2.28980159759521,-1.97111189365387,-0.062924145,2,0,Bolivia,Germany,63.534359,0.0,0,0.0,50.0,0.0,0,0.0,0.0,-27.7927677926341,-36384.15933,1309,-2.20676636695862,-2.1359760761261,-0.060648119,2,0,Bolivia,Germany,59.443581,0.0,0,0.0,0.0,0.0,0,91000.0,2.0,-27.3513954779686,-36966.62305,1309,-2.22094106674194,-1.90905952453613,-0.065000431,0,0,Bolivia,Germany,48.860191,0.0
0,0.0,0.0,0.0,0,2000.0,2.0,-17.0171086582458,-28617.59232,10420,-2.37999296188354,-1.97111189365387,-0.035192293,2,0,Argentina,Germany,2326.4338,0.0,0,0.0,0.0,0.0,0,0.0,0.0,-18.3549872195959,-29818.00142,10420,-3.42603015899658,-2.1359760761261,-0.029296286,1,0,Argentina,Germany,2115.0381,0.0,0,0.0,0.0,0.0,0,91000.0,2.0,-19.688276894305,-30844.53451,10420,-2.51120805740356,-1.90905952453613,-0.024707451,1,0,Argentina,Germany,1788.0577,0.0
1,0.0,0.0,0.0,0,2000.0,2.0,-5.6224060552606,-9923.626908,109454,-1.78746938705444,-1.97111189365387,-0.00578067,0,0,Spain,Germany,36986.699,0.0,1,0.0,20.0,0.0,0,0.0,0.0,-6.38337440318369,-9663.966181,109454,-2.01487326622009,-2.1359760761261,-0.006419509,1,0,Spain,Germany,36191.766,0.0,1,0.0,13.0,0.0,0,91000.0,2.0,-6.37793316616091,-9313.366231,109454,-2.06526494026184,-1.90905952453613,-0.006419509,0,0,Spain,Germany,36760.176,0.0
0,0.0,0.0,0.0,0,2000.0,2.0,-18.6844390778366,-35005.93096,28,-2.03218173980713,-1.97111189365387,-0.478543322,1,0,Morocco,Germany,1194.5656,0.0,0,0.0,0.0,0.0,0,0.0,0.0,-20.3999489216123,-36034.6185,28,-2.18251347541809,-2.1359760761261,-0.427129758,1,0,Morocco,Germany,1049.083,0.0,0,0.0,0.0,0.0,0,91000.0,2.0,-20.5441958266957,-36492.9485,28,-2.39205431938171,-1.90905952453613,-0.42217811,0,0,Morocco,Germany,1048.0867,0.0
0,0.0,4.0,0.0,0,2000.0,2.0,-21.0073963891392,-35028.89621,9983,-2.36091637611389,-1.97111189365387,-0.532875296,2,0,Egypt,Germany,1632.2517,0.0,0,0.0,5.0,0.0,0,0.0,0.0,-22.4915276231616,-36004.90727,9983,-1.915980219841,-2.1359760761261,-0.54309608,2,0,Egypt,Germany,1882.3335,0.0,0,0.0,0.0,0.0,0,91000.0,2.0,-22.7060987180784,-36551.24419,9983,-2.91134190559387,-1.90905952453613,-0.539736097,2,0,Egypt,Germany,1224.6237,0.0
0,0.0,0.0,0.0,0,2000.0,2.0,-6.7976872733776,-22962.11047,938,-1.85921192169189,-1.97111189365387,-0.035325627,1,0,South Korea,Germany,8173.252,0.0,0,0.0,0.0,0.0,0,0.0,0.0,-7.36219755938819,-22896.16802,938,-2.47907733917236,-2.1359760761261,-0.023912936,1,0,South Korea,Germany,9966.0361,0.0,0,0.0,0.0,0.0,0,91000.0,2.0,-6.6553197614757,-22908.40873,938,-2.68969416618347,-1.90905952453613,-0.023912936,0,0,South Korea,Germany,8655.3379,0.0
0,0.0,0.0,0.0,0,2000.0,2.0,-22.2559050821997,0.0,1645,-2.32648992538452,-1.97111189365387,-0.650731481,2,0,Syria,Germany,1104.6663,0.0,0,0.0,0.0,0.0,0,0.0,0.0,-23.4977219372879,0.0,1645,-2.76310873031616,-2.1359760761261,-0.641262365,2,0,Syria,Germany,1858.7012,0.0,0,0.0,0.0,0.0,0,91000.0,2.0,-23.1240757366157,0.0,1645,-2.07765936851501,-1.90905952453613,-0.634463212,1,0,Syria,Germany,1721.3899,0.0
0,0.0,11.0,0.0,0,0.0,0.0,17.1885406267609,39902.97457,25307,-5.44924211502075,-2.03218173980713,0.460949138,-1,0,Canada,Morocco,205.55423,6.0,0,0.0,23.0,0.0,0,400.0,1.0,18.3502103884133,41670.63748,25307,-6.3552885055542,-2.18251347541809,0.412283903,-1,0,Canada,Morocco,298.0032,12.0,0,0.0,1.0,0.0,0,300.0,1.0,19.1440910410747,41876.2923,25307,-4.15310287475586,-2.39205431938171,0.402328926,-1,0,Canada,Morocco,288.39996,7.0
0,0.0,0.0,0.0,0,0.0,0.0,17.4792013847153,35390.64709,262462,-2.72010588645935,-2.03218173980713,0.48036981,0,0,France,Morocco,6441.2109,0.0,0,0.0,0.0,0.0,0,400.0,1.0,18.0503254796363,36558.43592,262462,-2.49185466766357,-2.18251347541809,0.427475516,0,0,France,Morocco,5119.228,0.0,0,0.0,0.0,0.0,0,300.0,1.0,18.3048396620156,36905.55293,262462,-2.07948637008667,-2.39205431938171,0.422523868,0,0,France,Morocco,5041.2578,0.0
0,0.0,0.0,0.0,0,0.0,0.0,18.6844390778366,35005.93096,84619,-1.97111189365387,-2.03218173980713,0.478543322,-1,0,Germany,Morocco,1194.5656,0.0,0,0.0,0.0,0.0,0,400.0,1.0,20.3999489216123,36034.6185,84619,-2.1359760761261,-2.18251347541809,0.427129758,-1,0,Germany,Morocco,1049.083,0.0,0,0.0,0.0,0.0,0,300.0,1.0,20.5441958266957,36492.9485,84619,-1.90905952453613,-2.39205431938171,0.42217811,0,0,Germany,Morocco,1048.0867,0.0
1,0.0,0.0,0.0,0,0.0,0.0,-3.5714660043631,0.0,229,-2.32648992538452,-2.03218173980713,-0.172188159,1,0,Syria,Morocco,40.124783,0.0,1,0.0,0.0,0.0,0,400.0,1.0,-3.0977730156756,0.0,229,-2.76310873031616,-2.18251347541809,-0.214132607,1,0,Syria,Morocco,21.92058,0.0,1,0.0,0.0,0.0,0,300.0,1.0,-2.57987990992,0.0,229,-2.07765936851501,-2.39205431938171,-0.212285102,1,0,Syria,Morocco,28.466532,0.0
0,0.0,0.0,0.0,0,0.0,0.0,11.886751804459,12043.82049,0,-1.85921192169189,-2.03218173980713,0.443217695,0,0,South Korea,Morocco,136.2,0.0,0,0.0,0.0,0.0,0,400.0,1.0,13.0377513622241,13138.45048,0,-2.47907733917236,-2.18251347541809,0.403216822,0,0,South Korea,Morocco,147.72633,0.0,0,0.0,0.0,0.0,0,300.0,1.0,13.88887606522,13584.53977,0,-2.68969416618347,-2.39205431938171,0.398265174,0,0,South Korea,Morocco,162.72272,0.0
0,0.0,0.0,0.0,1,0.0,0.0,13.062033022576,25082.30406,253173,-1.78746938705444,-2.03218173980713,0.472762652,-1,0,Spain,Morocco,1942.6567,6.0,0,0.0,20.0,0.0,1,400.0,1.0,14.0165745184286,26370.65232,253173,-2.01487326622009,-2.18251347541809,0.420710249,0,0,Spain,Morocco,2006.1195,14.0,0,0.0,13.0,0.0,1,300.0,1.0,14.1662626605348,27179.58227,253173,-2.06526494026184,-2.39205431938171,0.415758601,0,0,Spain,Morocco,2121.1377,0.0
0,0.0,0.0,0.0,0,0.0,0.0,-7.48914507377329,-344.3592001,2,-2.28980159759521,-2.03218173980713,0.415619177,1,0,Bolivia,Morocco,0.0308,0.0,0,0.0,50.0,0.0,0,400.0,1.0,-7.3928188710218,-349.5408311,2,-2.20676636695862,-2.18251347541809,0.366481639,1,0,Bolivia,Morocco,0.029739397,0.0,0,0.0,0.0,0.0,0,300.0,1.0,-6.8071996512729,-473.6745538,2,-2.22094106674194,-2.39205431938171,0.357177679,0,0,Bolivia,Morocco,0.042820584,0.0
0,0.0,0.0,0.0,0,0.0,0.0,1.6673304195908,6388.338648,0,-2.37999296188354,-2.03218173980713,0.443351029,1,0,Argentina,Morocco,72.292999,0.0,0,0.0,0.0,0.0,0,400.0,1.0,2.0449617020164,6216.617082,0,-3.42603015899658,-2.18251347541809,0.397833472,0,0,Argentina,Morocco,104.42637,0.0,0,0.0,0.0,0.0,0,300.0,1.0,0.855918932390701,5648.413985,0,-2.51120805740356,-2.39205431938171,0.397470659,1,0,Argentina,Morocco,152.72191,0.0
1,0.0,4.0,0.0,0,0.0,0.0,-2.32295731130259,-22.96525,1149,-2.36091637611389,-2.03218173980713,-0.054331974,1,0,Egypt,Morocco,21.361603,0.0,1,0.0,5.0,0.0,0,400.0,1.0,-2.0915787015493,29.71123832,1149,-1.915980219841,-2.18251347541809,-0.115966322,1,0,Egypt,Morocco,57.375942,0.0,1,0.0,0.0,0.0,0,300.0,1.0,-2.1619028913827,-58.29569525,1149,-2.91134190559387,-2.39205431938171,-0.117557987,2,0,Egypt,Morocco,68.024902,0.0
0,0.0,-4.0,4.0,0,0.0,0.0,19.8021586960179,35413.61234,5060,-2.72010588645935,-2.36091637611389,0.534701784,-1,0,France,Egypt,1028.3715,0.0,0,0.0,-5.0,5.0,0,0.0,0.0,20.1419041811856,36528.72468,5060,-2.49185466766357,-1.915980219841,0.543441838,-1,0,France,Egypt,921.58606,0.0,0,0.0,0.0,0.0,0,0.0,0.0,20.4667425533983,36963.84863,5060,-2.07948637008667,-2.91134190559387,0.540081855,-2,0,France,Egypt,814.80072,0.0
0,0.0,-4.0,4.0,0,0.0,0.0,15.3849903338786,25105.26931,1631,-1.78746938705444,-2.36091637611389,0.527094626,-2,0,Spain,Egypt,447.22037,0.0,0,0.0,15.0,5.0,0,0.0,0.0,16.1081532199779,26340.94108,1631,-2.01487326622009,-1.915980219841,0.536676571,-1,0,Spain,Egypt,654.68311,2.0,0,0.0,13.0,0.0,0,0.0,0.0,16.3281655519175,27237.87796,1631,-2.06526494026184,-2.91134190559387,0.533316588,-2,0,Spain,Egypt,402.45343,0.0
0,0.0,-4.0,4.0,0,0.0,0.0,14.2097091157616,12066.78574,0,-1.85921192169189,-2.36091637611389,0.497549669,-1,0,South Korea,Egypt,609.10712,0.0,0,0.0,-5.0,5.0,0,0.0,0.0,15.1293300637734,13108.73924,0,-2.47907733917236,-1.915980219841,0.519183144,-1,0,South Korea,Egypt,705.75861,0.0,0,0.0,0.0,0.0,0,0.0,0.0,16.0507789566027,13642.83547,0,-2.68969416618347,-2.91134190559387,0.515823161,-2,0,South Korea,Egypt,408.17245,0.0
1,0.0,-4.0,4.0,1,0.0,0.0,-1.2485086930605,0.0,4723,-2.32648992538452,-2.36091637611389,-0.117856185,0,0,Syria,Egypt,68.458656,5.0,1,0.0,-5.0,5.0,1,0.0,0.0,-1.0061943141263,0.0,4723,-2.76310873031616,-1.915980219841,-0.098166285,0,0,Syria,Egypt,78.727455,0.0,1,0.0,0.0,0.0,1,0.0,0.0,-0.4179770185373,0.0,4723,-2.07765936851501,-2.91134190559387,-0.094727115,-1,0,Syria,Egypt,110.04456,0.0
0,0.0,7.0,4.0,0,0.0,0.0,19.5114979380635,39925.93982,35874,-5.44924211502075,-2.36091637611389,0.515281112,-2,0,Canada,Egypt,144.38229,308.0,0,0.0,18.0,5.0,0,0.0,0.0,20.4417890899626,41640.92624,35874,-6.3552885055542,-1.915980219841,0.528250225,-2,0,Canada,Egypt,138.99304,0.0,0,0.0,1.0,0.0,0,0.0,0.0,21.3059939324574,41934.588,35874,-4.15310287475586,-2.91134190559387,0.519886913,-3,0,Canada,Egypt,144.627,211.0
0,0.0,-4.0,4.0,0,0.0,0.0,21.0073963891392,35028.89621,14208,-1.97111189365387,-2.36091637611389,0.532875296,-2,0,Germany,Egypt,1632.2517,0.0,0,19.92,-5.0,5.0,0,0.0,0.0,22.4915276231616,36004.90727,14208,-2.1359760761261,-1.915980219841,0.54309608,-2,0,Germany,Egypt,1882.3335,0.0,0,0.0,0.0,0.0,0,0.0,0.0,22.7060987180784,36551.24419,14208,-1.90905952453613,-2.91134190559387,0.539736097,-2,0,Germany,Egypt,1224.6237,0.0
1,0.0,-4.0,4.0,0,0.0,0.0,2.32295731130259,22.96525,185,-2.03218173980713,-2.36091637611389,0.054331974,-1,0,Morocco,Egypt,21.361603,0.0,1,0.0,-5.0,5.0,0,0.0,0.0,2.0915787015493,-29.71123832,185,-2.18251347541809,-1.915980219841,0.115966322,-1,0,Morocco,Egypt,57.375942,0.0,1,0.0,0.0,0.0,0,0.0,0.0,2.1619028913827,58.29569525,185,-2.39205431938171,-2.91134190559387,0.117557987,-2,0,Morocco,Egypt,68.024902,0.0
0,0.0,-4.0,4.0,0,0.0,0.0,-5.1661877624707,-321.3939501,26,-2.28980159759521,-2.36091637611389,0.469951151,0,0,Bolivia,Egypt,0.29803199,0.0,0,0.0,45.0,5.0,0,0.0,0.0,-5.3012401694725,-379.2520694,26,-2.20676636695862,-1.915980219841,0.482447961,0,0,Bolivia,Egypt,0.99564999,0.0,0,0.0,0.0,0.0,0,0.0,0.0,-4.64529675989019,-415.3788586,26,-2.22094106674194,-2.91134190559387,0.474735666,-2,0,Bolivia,Egypt,0.79705602,0.0
0,0.0,-4.0,4.0,0,0.0,0.0,3.9902877308934,6411.303898,266,-2.37999296188354,-2.36091637611389,0.497683003,0,0,Argentina,Egypt,205.0163,0.0,0,0.0,-5.0,5.0,0,0.0,0.0,4.1365404035657,6186.905844,266,-3.42603015899658,-1.915980219841,0.513799794,-1,0,Argentina,Egypt,394.50269,0.0,0,0.0,0.0,0.0,0,0.0,0.0,3.0178218237734,5706.709681,266,-2.51120805740356,-2.91134190559387,0.515028646,-1,0,Argentina,Egypt,265.09531,0.0
0,0.0,0.0,0.0,0,0.0,0.0,21.0506673890784,0.0,5550,-2.72010588645935,-2.32648992538452,0.652557969,-1,0,France,Syria,625.7218,0.0,0,0.0,0.0,0.0,0,0.0,0.0,21.1480984953119,0.0,5550,-2.49185466766357,-2.76310873031616,0.641608123,-1,0,France,Syria,823.65118,0.0,0,0.0,0.0,0.0,0,0.0,2.0,20.8847195719356,0.0,5550,-2.07948637008667,-2.07765936851501,0.63480897,-1,0,France,Syria,978.19891,44.0
0,0.0,11.0,0.0,0,0.0,0.0,20.760006631124,0.0,15586,-5.44924211502075,-2.32648992538452,0.633137297,-2,0,Canada,Syria,14.612515,31.0,0,0.0,23.0,0.0,0,0.0,0.0,21.4479834040889,0.0,15586,-6.3552885055542,-2.76310873031616,0.62641651,-2,0,Canada,Syria,42.67907,26.0,0,0.0,1.0,0.0,0,0.0,2.0,21.7239709509947,0.0,15586,-4.15310287475586,-2.07765936851501,0.614614028,-2,0,Canada,Syria,55.08654,37.0
0,0.0,0.0,0.0,0,0.0,0.0,-3.9176790694102,0.0,14,-2.28980159759521,-2.32648992538452,0.587807336,0,0,Bolivia,Syria,0.00098,0.0,0,0.0,50.0,0.0,0,0.0,0.0,-4.2950458553462,0.0,14,-2.20676636695862,-2.76310873031616,0.580614246,0,0,Bolivia,Syria,0.107692,0.0,0,0.0,0.0,0.0,0,0.0,2.0,-4.22731974135289,0.0,14,-2.22094106674194,-2.07765936851501,0.569462781,-1,0,Bolivia,Syria,0.12871,0.0
0,0.0,0.0,0.0,0,0.0,0.0,5.2387964239539,0.0,2577,-2.37999296188354,-2.32648992538452,0.615539188,0,0,Argentina,Syria,79.354744,0.0,0,0.0,0.0,0.0,0,0.0,0.0,5.142734717692,0.0,2577,-3.42603015899658,-2.76310873031616,0.611966079,-1,0,Argentina,Syria,70.260201,0.0,0,0.0,0.0,0.0,0,0.0,2.0,3.4357988423107,0.0,2577,-2.51120805740356,-2.07765936851501,0.609755761,0,0,Argentina,Syria,111.91957,0.0
0,0.0,0.0,0.0,0,0.0,0.0,16.6334990269391,0.0,2720,-1.78746938705444,-2.32648992538452,0.644950811,-2,0,Spain,Syria,347.672,8.0,0,0.0,20.0,0.0,0,0.0,0.0,17.1143475341042,0.0,2720,-2.01487326622009,-2.76310873031616,0.634842856,-1,0,Spain,Syria,269.40262,0.0,0,0.0,13.0,0.0,0,0.0,2.0,16.7461425704548,0.0,2720,-2.06526494026184,-2.07765936851501,0.628043703,-1,0,Spain,Syria,354.39313,2.0
0,0.0,0.0,0.0,0,0.0,0.0,22.2559050821997,0.0,26114,-1.97111189365387,-2.32648992538452,0.650731481,-2,0,Germany,Syria,1104.6663,0.0,0,0.0,0.0,0.0,0,0.0,0.0,23.4977219372879,0.0,26114,-2.1359760761261,-2.76310873031616,0.641262365,-2,0,Germany,Syria,1858.7012,0.0,0,0.0,0.0,0.0,0,0.0,2.0,23.1240757366157,0.0,26114,-1.90905952453613,-2.07765936851501,0.634463212,-1,0,Germany,Syria,1721.3899,0.0
1,0.0,0.0,0.0,0,0.0,0.0,3.5714660043631,0.0,49,-2.03218173980713,-2.32648992538452,0.172188159,-1,0,Morocco,Syria,40.124783,0.0,1,0.0,0.0,0.0,0,0.0,0.0,3.0977730156756,0.0,49,-2.18251347541809,-2.76310873031616,0.214132607,-1,0,Morocco,Syria,21.92058,0.0,1,0.0,0.0,0.0,0,0.0,2.0,2.57987990992,0.0,49,-2.39205431938171,-2.07765936851501,0.212285102,-1,0,Morocco,Syria,28.466532,0.0
1,0.0,4.0,0.0,1,0.0,0.0,1.2485086930605,0.0,5534,-2.36091637611389,-2.32648992538452,0.117856185,0,0,Egypt,Syria,68.458656,0.0,1,0.0,5.0,0.0,1,0.0,0.0,1.0061943141263,0.0,5534,-1.915980219841,-2.76310873031616,0.098166285,0,0,Egypt,Syria,78.727455,0.0,1,0.0,0.0,0.0,1,0.0,2.0,0.4179770185373,0.0,5534,-2.91134190559387,-2.07765936851501,0.094727115,1,0,Egypt,Syria,110.04456,0.0
0,0.0,0.0,0.0,0,0.0,0.0,15.4582178088221,0.0,0,-1.85921192169189,-2.32648992538452,0.615405854,-1,0,South Korea,Syria,242.39999,0.0,0,0.0,0.0,0.0,0,0.0,0.0,16.1355243778997,0.0,0,-2.47907733917236,-2.76310873031616,0.617349429,-1,0,South Korea,Syria,217.73494,0.0,0,0.0,0.0,0.0,0,0.0,2.0,16.46875597514,0.0,0,-2.68969416618347,-2.07765936851501,0.610550276,-1,0,South Korea,Syria,364.61383,0.0
0,0.0,11.0,0.0,0,144000.0,2.0,5.3017888223019,27859.15408,80541,-5.44924211502075,-1.85921192169189,0.017731443,-1,0,Canada,South Korea,4436.7783,14.0,0,0.0,23.0,0.0,0,100500.0,1.0,5.3124590261892,28532.187,80541,-6.3552885055542,-2.47907733917236,0.009067081,-1,0,Canada,South Korea,5932.4663,0.0,0,0.0,1.0,0.0,0,12572.0,1.0,5.25521497585469,28291.75253,80541,-4.15310287475586,-2.68969416618347,0.004063752,-1,0,Canada,South Korea,5100.9561,25.0
0,22.2,0.0,0.0,0,144000.0,2.0,6.7976872733776,22962.11047,22299,-1.97111189365387,-1.85921192169189,0.035325627,-1,0,Germany,South Korea,8173.252,0.0,0,825.0,0.0,0.0,0,100500.0,1.0,7.36219755938819,22896.16802,22299,-2.1359760761261,-2.47907733917236,0.023912936,-1,0,Germany,South Korea,9966.0361,0.0,0,0.0,0.0,0.0,0,12572.0,1.0,6.6553197614757,22908.40873,22299,-1.90905952453613,-2.68969416618347,0.023912936,0,0,Germany,South Korea,8655.3379,0.0
0,0.0,4.0,0.0,0,144000.0,2.0,-14.2097091157616,-12066.78574,291,-2.36091637611389,-1.85921192169189,-0.497549669,1,0,Egypt,South Korea,609.10712,0.0,0,0.0,5.0,0.0,0,100500.0,1.0,-15.1293300637734,-13108.73924,291,-1.915980219841,-2.47907733917236,-0.519183144,1,0,Egypt,South Korea,705.75861,0.0,0,0.0,0.0,0.0,0,12572.0,1.0,-16.0507789566027,-13642.83547,291,-2.91134190559387,-2.68969416618347,-0.515823161,2,0,Egypt,South Korea,408.17245,0.0
0,0.0,0.0,0.0,0,144000.0,2.0,-19.3758968782323,-12388.17969,569,-2.28980159759521,-1.85921192169189,-0.027598518,1,0,Bolivia,South Korea,43.910568,0.0,0,0.0,50.0,0.0,0,100500.0,1.0,-20.4305702332459,-13487.99131,569,-2.20676636695862,-2.47907733917236,-0.036735183,1,0,Bolivia,South Korea,31.096033,0.0,0,0.0,0.0,0.0,0,12572.0,1.0,-20.6960757164929,-14058.21433,569,-2.22094106674194,-2.68969416618347,-0.041087495,0,0,Bolivia,South Korea,34.198399,0.0
0,0.0,0.0,0.0,0,144000.0,2.0,-10.2194213848682,-5655.481842,0,-2.37999296188354,-1.85921192169189,0.000133334,1,0,Argentina,South Korea,726.09863,0.0,0,0.0,0.0,0.0,0,100500.0,1.0,-10.9927896602077,-6921.833396,0,-3.42603015899658,-2.47907733917236,-0.00538335,0,0,Argentina,South Korea,724.46368,0.0,0,0.0,0.0,0.0,0,12572.0,1.0,-13.0329571328293,-7936.125787,0,-2.51120805740356,-2.68969416618347,-0.000794515,1,0,Argentina,South Korea,783.39001,0.0
0,0.0,0.0,0.0,0,144000.0,2.0,5.5924495802563,23346.8266,6478,-2.72010588645935,-1.85921192169189,0.037152115,0,0,France,South Korea,3523.4043,0.0,0,0.0,0.0,0.0,0,100500.0,1.0,5.0125741174122,23419.98544,6478,-2.49185466766357,-2.47907733917236,0.024258694,0,0,France,South Korea,4118.3286,0.0,0,0.0,0.0,0.0,0,12572.0,1.0,4.4159635967956,23321.01316,6478,-2.07948637008667,-2.68969416618347,0.024258694,0,0,France,South Korea,3846.7896,0.0
0,0.0,0.0,0.0,0,144000.0,2.0,1.175281218117,13038.48357,1741,-1.78746938705444,-1.85921192169189,0.029544957,-1,0,Spain,South Korea,1826.3813,0.0,0,0.0,20.0,0.0,0,100500.0,1.0,0.978823156204498,13232.20184,1741,-2.01487326622009,-2.47907733917236,0.017493427,0,0,Spain,South Korea,1915.6283,0.0,0,0.0,13.0,0.0,0,12572.0,1.0,0.277386595314795,13595.0425,1741,-2.06526494026184,-2.68969416618347,0.017493427,0,0,Spain,South Korea,2067.2844,0.0
0,0.0,0.0,0.0,0,144000.0,2.0,-11.886751804459,-12043.82049,0,-2.03218173980713,-1.85921192169189,-0.443217695,0,0,Morocco,South Korea,136.2,0.0,0,0.0,0.0,0.0,0,100500.0,1.0,-13.0377513622241,-13138.45048,0,-2.18251347541809,-2.47907733917236,-0.403216822,0,0,Morocco,South Korea,147.72633,0.0,0,0.0,0.0,0.0,0,12572.0,1.0,-13.88887606522,-13584.53977,0,-2.39205431938171,-2.68969416618347,-0.398265174,0,0,Morocco,South Korea,162.72272,0.0
0,0.0,0.0,0.0,0,144000.0,2.0,-15.4582178088221,0.0,4,-2.32648992538452,-1.85921192169189,-0.615405854,1,0,Syria,South Korea,242.39999,0.0,0,0.0,0.0,0.0,0,100500.0,1.0,-16.1355243778997,0.0,4,-2.76310873031616,-2.47907733917236,-0.617349429,1,0,Syria,South Korea,217.73494,0.0,0,0.0,0.0,0.0,0,12572.0,1.0,-16.46875597514,0.0,4,-2.07765936851501,-2.68969416618347,-0.610550276,1,0,Syria,South Korea,364.61383,0.0
